Area,Production,Rainfall,Season,Temperature,Crop,Nitrogen(kg/ha),ElectricalConductivity(ds/m),pH
8109.0,22973.0,33.54775,Rabi,20.90025,Maize,214.0,5.0,5.8
1640.0,30620.0,64.08402572820215,Whole Year,28.96167423804013,Onion,352.0,3.0,5.8
22565.0,19541.0,66.336,Autumn,24.315,Rice,212.0,4.8,7.0
233825.0,16421997.0,98.006,Kharif,27.32266666666667,Sugarcane,423.0,2.0,6.3
570.0,550.0,283.31033333333335,Kharif,23.246,Groundnut,429.0,4.7,7.0
12400.0,21300.0,203.22375,Summer,28.49525,Rice,316.0,2.6,6.9
19799.0,7801.0,125.8866666666667,Kharif,26.70366666666667,Sesamum,323.0,4.2,5.8
115.0,70.0,259.43966666666665,Kharif,27.36566666666667,Sesamum,421.0,5.2,7.2
1098.0,2636.0,163.40766666666667,Kharif,25.939,Jowar,466.0,3.3,5.9
500.0,800.0,38.902083333333344,Whole Year,29.8375,Dry chillies,360.0,4.1,5.3
18807.0,21661.0,19.67925,Rabi,19.96325,Wheat,406.0,1.5,5.4
248.0,160.0,100.85925,Rabi,21.20325,Gram,499.0,2.3,7.4
1746.0,1410.0,110.2796666666667,Kharif,29.49033333333334,Maize,241.0,4.5,7.4
15900.0,28830.0,177.6783333333333,Kharif,21.165,Rice,441.0,4.7,6.3
147930.0,514045.0,19.27625,Rabi,21.81575,Wheat,478.0,4.0,5.3
4168.0,72873.0,76.86250609648276,Whole Year,28.28959893823945,Potato,480.0,2.2,5.9
18.0,77012.30591908224,61.50233333333333,Kharif,28.513,Groundnut,348.0,4.7,7.1
21591.0,12299.0,172.4223333333333,Kharif,26.61,Groundnut,427.0,1.9,6.8
1892.0,1359.0,53.89250000000001,Rabi,23.3905,Wheat,352.0,2.2,6.0
2234.0,574.0,172.324,Kharif,28.612,Sesamum,484.0,3.5,6.7
111.0,129.0,49.8415,Rabi,24.2205,Dry chillies,240.0,2.1,5.1
12038.0,5305.0,110.8002477835002,Whole Year,27.832752006714312,Sesamum,447.0,3.0,5.0
10400.0,7300.0,0.5305,Rabi,24.85275,Jowar,472.0,4.1,5.8
7.0,10.0,19.21325,Rabi,18.95275,Gram,479.0,4.6,7.2
2039.0,831.0,16.854,Kharif,30.213,Moong(Green Gram),208.0,5.0,6.9
64.0,248.0,201.9016089385365,Whole Year,22.346543486169143,Onion,499.0,1.2,7.3
424.0,135.0,25.62125,Rabi,20.424,Rapeseed &Mustard,338.0,2.0,6.1
180.0,939.0,178.58133333333333,Kharif,26.29666666666667,Onion,454.0,2.8,7.0
165.0,88.0,192.963,Kharif,28.333,Urad,372.0,4.5,6.4
128000.0,141000.0,25.148000000000003,Winter,24.40525,Rice,369.0,4.5,5.2
85.0,84.0,67.03192393562081,Whole Year,28.183081077902607,Dry chillies,432.0,5.4,6.2
6485.0,8095.0,28.636,Rabi,21.91925,Gram,231.0,1.4,6.7
194.0,34.0,37.02525,Rabi,24.02575,Moong(Green Gram),418.0,3.2,6.7
390.0,6100.0,21.1199212962963,Whole Year,28.515078125,Potato,318.0,1.1,7.4
3.0,7.0,74.11300000000001,Rabi,24.52575,Gram,341.0,5.7,6.1
5.0,6.0,90.46125,Rabi,21.84825,Gram,272.0,3.5,5.9
176.0,137.0,302.004,Kharif,27.50800000000001,Arhar/Tur,488.0,3.2,7.1
250.0,503.0,299.55425,Summer,29.3105,Maize,358.0,4.3,6.0
2700.0,700.0,125.716,Kharif,28.08333333333333,Sesamum,327.0,2.2,5.4
28.0,4.0,137.9833333333333,Kharif,25.53033333333333,Sesamum,227.0,4.7,7.4
533.0,930.0,67.61175,Rabi,24.04025,Dry chillies,375.0,1.4,6.2
691.0,708.0,110.9253333333333,Kharif,27.96,Jowar,346.0,2.7,6.4
99.0,630.0,78.12794087577161,Whole Year,28.863172212577172,Potato,444.0,1.6,7.1
219.0,139.0,98.29299999999999,Kharif,28.268,Arhar/Tur,452.0,3.3,7.1
1200.0,3700.0,170.66400000000004,Summer,29.084,Maize,460.0,4.7,7.5
26.0,402.0,116.9556076378005,Whole Year,27.64003993147653,Onion,318.0,3.3,7.1
31.0,23.0,264.6893333333333,Kharif,27.87066666666666,Arhar/Tur,440.0,3.1,5.1
29600.0,18600.0,37.487,Rabi,24.4015,Gram,393.0,1.1,6.1
263.0,399.0,163.57433333333333,Kharif,28.18366666666667,Arhar/Tur,295.0,4.9,5.3
200.0,100.0,0.6012500000000001,Rabi,19.9815,Gram,241.0,5.4,6.7
5643.0,211744.0,165.2799265046296,Whole Year,27.7613744212963,Sugarcane,498.0,1.3,7.5
3200.0,191400.0,80.62745329780734,Whole Year,29.69406075987011,Sugarcane,277.0,1.7,5.2
165.0,111.0,44.51774999999999,Rabi,21.4355,Gram,461.0,1.1,5.1
204840.0,622908.0,3.0925,Rabi,23.09,Wheat,373.0,4.4,5.1
700.0,2200.0,136.16525,Summer,29.8,Maize,344.0,2.0,5.2
70.0,60.0,50.99600000000001,Rabi,15.52425,Gram,438.0,3.9,7.4
1524.0,1346.0,46.35425,Rabi,25.305,Groundnut,486.0,3.3,5.4
5.0,70.0,20.49175,Rabi,20.917,Onion,314.0,4.7,7.1
17.0,4.0,242.278,Kharif,27.787,Sesamum,374.0,5.1,5.5
193.0,100.0,204.9475,Summer,30.749,Moong(Green Gram),324.0,4.7,5.6
2.0,17.0,57.62746240937661,Whole Year,28.08507238752787,Potato,427.0,5.1,5.8
126.0,93.0,93.531,Summer,31.463,Moong(Green Gram),336.0,3.5,5.8
75000.0,387000.0,4.051,Rabi,19.325,Wheat,469.0,3.7,5.2
35.0,20.0,19.01475,Rabi,21.69425,Gram,259.0,4.2,5.6
2.0,3.2,253.638,Summer,29.0025,Maize,264.0,5.3,5.9
19.0,189.0,64.88563447010078,Whole Year,26.17605217994675,Potato,236.0,4.0,6.9
4178.0,4787.0,236.678,Kharif,20.95666666666666,Rice,414.0,4.1,5.6
88214.0,70460.0,20.785,Winter,19.46275,Rice,214.0,4.5,5.3
2983.0,10559.0,471.6955,Summer,25.3615,Groundnut,370.0,4.5,6.8
60.0,120.0,106.8,Kharif,27.96666666666667,Arhar/Tur,276.0,3.6,5.7
108.0,169.0,200.3636666666667,Kharif,27.27766666666666,Jowar,298.0,1.7,6.4
153.0,6141.0,127.55530009202991,Whole Year,27.24667239007309,Sugarcane,423.0,3.1,6.9
45.0,32.0,361.9466666666667,Kharif,26.36066666666667,Maize,262.0,1.6,6.0
2431.0,844.0,163.7336666666667,Kharif,27.438,Arhar/Tur,333.0,1.6,5.7
66400.0,39900.0,21.41675,Rabi,23.535,Gram,317.0,5.0,5.8
127.0,205.0,40.24299999999999,Rabi,24.03175,Dry chillies,231.0,2.2,6.9
1290.0,25465.0,41.08725,Rabi,24.8755,Onion,311.0,5.4,6.9
27300.0,18100.0,57.26775,Rabi,24.304,Gram,470.0,5.3,6.7
1.0,77012.30591908224,20.1755,Rabi,20.81475,Moong(Green Gram),473.0,1.7,6.8
1300.0,780.0,236.5162100018709,Whole Year,24.82775988220601,Dry chillies,372.0,1.5,6.7
42439.0,15349.0,221.271,Kharif,25.66833333333333,Urad,451.0,4.6,5.9
50.0,48.0,0.2385,Winter,23.40375,Groundnut,287.0,2.4,7.2
1051.0,486.0,202.2963333333333,Kharif,27.86433333333333,Urad,279.0,2.6,6.8
4.0,7.0,101.42725,Summer,30.95325,Maize,480.0,1.5,5.5
14313.0,4108.0,200.8046666666667,Kharif,26.34066666666667,Urad,384.0,3.3,5.7
349.0,629.0,5.9665,Rabi,7.8025,Wheat,346.0,3.9,6.9
43.0,37.0,79.68766666666669,Whole Year,25.08541666666667,Dry chillies,213.0,3.9,5.7
5498.0,3671.0,96.024546454843,Whole Year,30.7231134857549,Dry chillies,433.0,3.5,6.6
13937.0,11126.0,16.74775,Rabi,20.26975,Rapeseed &Mustard,346.0,1.4,5.8
37650.0,75097.0,19.6,Winter,19.89675,Rice,393.0,3.9,5.1
157.0,97.0,26.6935,Rabi,20.84625,Gram,432.0,4.9,6.7
10.0,9.0,153.06733333333332,Kharif,28.12166666666667,Groundnut,277.0,2.2,7.1
52.0,56.6,44.44600000000001,Autumn,24.29225,Maize,454.0,5.7,5.6
185000.0,767000.0,7.62875,Rabi,18.9265,Wheat,415.0,4.4,6.2
85733.0,128748.0,224.13666666666668,Kharif,27.175,Rice,240.0,3.5,7.1
305.0,203.0,43.87775,Rabi,22.55975,Rapeseed &Mustard,478.0,1.8,7.5
47416.0,97772.0,11.15825,Rabi,21.20425,Wheat,470.0,3.3,6.7
880.0,870.0,286.8593333333333,Kharif,23.19666666666667,Rice,255.0,2.4,6.8
8200.0,2200.0,107.5543333333333,Kharif,27.22333333333333,Urad,285.0,4.4,5.9
322.0,75.0,111.6986666666667,Kharif,28.15933333333334,Sesamum,443.0,2.9,6.2
64.0,37.0,216.79275,Summer,30.1265,Urad,376.0,4.3,5.4
44817.0,2782777.0,138.942,Kharif,27.222,Sugarcane,445.0,2.6,6.8
2500.0,4600.0,5.9295,Rabi,23.995,Rapeseed &Mustard,418.0,3.7,6.0
144387.0,405772.0,157.8443333333333,Kharif,27.67333333333333,Rice,230.0,4.9,6.4
217.0,14.0,173.928,Kharif,20.72966666666666,Sesamum,263.0,2.7,5.2
265.0,5538.0,76.58,Rabi,23.6935,Onion,490.0,4.5,6.9
14255.0,1282665.0,97.21445569299769,Whole Year,30.07104559301055,Sugarcane,336.0,1.3,7.4
948.0,1581.0,38.371,Rabi,23.2755,Wheat,316.0,1.3,6.7
18660.0,2119925.0,55.17721006411874,Whole Year,30.79484387460042,Sugarcane,379.0,5.4,5.7
200.0,100.0,5.29275,Rabi,23.99,Rapeseed &Mustard,211.0,2.7,5.7
15592.0,33142.0,65.42533333333334,Kharif,26.106333333333332,Rice,320.0,3.6,6.5
25246.0,111460.0,272.6633333333334,Kharif,24.88166666666667,Maize,322.0,4.7,6.7
2619.0,15897.0,42.25125,Rabi,20.921,Potato,300.0,5.2,6.0
2950.0,31580.0,103.57261902006172,Whole Year,26.445741946373463,Potato,319.0,4.2,5.7
72.0,77012.30591908224,82.11266666666667,Kharif,27.807,Sesamum,392.0,3.5,7.3
110.0,29.0,90.98,Autumn,23.00375,Sesamum,448.0,3.7,5.3
86.0,47.0,170.0113333333333,Kharif,26.072,Moong(Green Gram),419.0,1.5,6.5
28.0,25.0,67.05172421361088,Whole Year,27.34422591755665,Dry chillies,297.0,5.1,7.2
9545.0,3610.0,102.5176666666667,Kharif,27.12833333333333,Urad,323.0,1.4,5.8
7594.0,1268.0,183.9003333333334,Kharif,26.201,Sesamum,489.0,5.3,5.2
3000.0,11000.0,95.45033333333332,Kharif,28.23466666666667,Maize,264.0,3.2,5.4
130.0,200.0,35.414,Rabi,19.35425,Maize,420.0,5.2,6.6
1136.0,28016.0,78.66106395077803,Whole Year,28.01467949861754,Sugarcane,321.0,2.7,7.2
45.0,18.0,60.11925,Rabi,25.18875,Arhar/Tur,240.0,1.9,5.6
2700.0,7200.0,426.4234999999998,Summer,24.8605,Groundnut,406.0,1.8,6.2
3.0,5.0,128.888,Kharif,26.60599999999999,Groundnut,339.0,1.4,5.8
200.0,60.0,7.2525,Rabi,24.34725,Rapeseed &Mustard,267.0,2.7,7.0
3810.0,5700.0,228.452,Summer,30.63475,Maize,375.0,3.9,7.1
500.0,900.0,251.18875000000008,Summer,25.566,Maize,444.0,4.3,6.7
3444.0,1446.0,102.1566666666667,Kharif,27.64466666666667,Sesamum,472.0,5.0,7.1
141.0,96.0,202.66933333333336,Kharif,26.74733333333333,Maize,398.0,1.7,6.8
180.0,72.0,59.95325,Rabi,24.08675,Urad,396.0,3.4,5.2
20462.0,11197.0,115.5896666666667,Kharif,27.03733333333333,Groundnut,293.0,1.3,5.1
17.0,11.0,188.07425,Summer,30.00725,Moong(Green Gram),325.0,2.6,7.0
4174.0,74961.0,44.380503514558896,Whole Year,28.39937915929333,Potato,300.0,4.1,6.9
1185.0,1495.0,116.4583333333333,Kharif,29.44866666666667,Arhar/Tur,226.0,1.7,5.3
83.0,12.0,126.881,Kharif,29.31766666666667,Sesamum,359.0,3.0,7.2
561.0,7097.0,164.1865546499769,Whole Year,21.03914787927439,Sugarcane,413.0,2.5,5.2
563.0,378.0,102.5746666666667,Kharif,26.56333333333333,Arhar/Tur,481.0,3.5,5.4
4600.0,2148.0,363.489,Kharif,25.93433333333333,Arhar/Tur,495.0,4.5,5.7
1919.0,1834.0,18.53925,Rabi,21.21175,Rapeseed &Mustard,307.0,3.1,7.4
118.0,1202.0,62.41675,Summer,31.15600000000001,Onion,250.0,3.1,6.0
282.0,6487.0,3.08225,Rabi,21.0575,Onion,444.0,1.8,6.0
31919.0,22224.0,11.1355,Rabi,19.2165,Gram,474.0,4.7,7.4
6885.0,12644.0,110.217,Autumn,24.82175,Rice,351.0,4.7,5.4
151.0,188.0,144.10833333333332,Kharif,28.45733333333333,Groundnut,378.0,1.7,6.9
1951.0,27146.0,73.91241718508873,Whole Year,27.66396872186857,Potato,210.0,4.4,7.1
17629.0,5677.0,212.38466666666667,Kharif,26.73566666666666,Urad,349.0,3.9,7.4
6633.0,15515.0,49.53875,Rabi,21.92375,Maize,260.0,2.5,6.2
78.0,593.0,75.34894432250783,Whole Year,27.49548448733385,Onion,427.0,3.6,6.1
2.0,0.2,33.02525,Rabi,24.49425,Rapeseed &Mustard,440.0,5.5,7.0
148298.0,108358.0,88.58766666666668,Kharif,24.02,Groundnut,203.0,2.2,6.0
129.0,82.0,209.986,Kharif,26.42333333333334,Groundnut,462.0,1.7,6.0
731.0,446.0,265.9423333333334,Kharif,26.00633333333333,Sesamum,366.0,5.3,7.3
57700.0,33800.0,138.1466666666667,Kharif,26.29566666666667,Jowar,378.0,2.4,6.9
50.0,50.0,290.03766666666667,Kharif,23.15666666666667,Jowar,419.0,2.8,6.4
1155.0,758.0,20.52625,Winter,20.92575,Groundnut,398.0,3.7,6.3
196.0,83.0,16.9525,Rabi,19.66575,Gram,344.0,2.5,7.2
10.0,77012.30591908224,97.86233333333332,Kharif,27.83166666666667,Moong(Green Gram),305.0,4.7,5.6
805.0,492.0,370.5303333333334,Kharif,25.487,Sesamum,394.0,4.1,7.2
325.0,462.0,53.06375000000001,Rabi,24.115,Dry chillies,289.0,5.6,6.5
497.0,7366.0,74.10525,Rabi,23.277,Onion,391.0,5.6,5.7
59104.0,19989.0,75.50533333333333,Kharif,27.71333333333333,Jowar,412.0,2.6,6.2
175.0,175.0,262.24799986436784,Whole Year,25.94687940463767,Dry chillies,301.0,1.8,5.6
34.0,32.0,222.11066666666667,Kharif,27.36200000000001,Arhar/Tur,266.0,4.7,6.5
2823.0,256.9,64.12125,Rabi,21.9215,Rapeseed &Mustard,482.0,3.1,5.9
604.0,424.0,157.775,Kharif,27.64033333333333,Arhar/Tur,496.0,5.7,7.1
30828.0,65524.0,95.12333333333332,Kharif,27.469,Rice,206.0,4.4,5.7
600.0,500.0,47.919,Kharif,29.16766666666667,Moong(Green Gram),402.0,3.2,6.1
79304.0,61693.0,208.20466666666667,Kharif,25.62566666666666,Rice,429.0,3.0,5.3
371.0,394.0,166.55200000000005,Kharif,27.937,Groundnut,364.0,2.3,6.1
175.0,6470.0,276.53729507409304,Whole Year,26.722070283481077,Sugarcane,471.0,5.3,6.5
2868.0,9937.0,186.131,Kharif,23.669,Maize,338.0,3.8,5.4
11075.0,7154.0,75.1685,Rabi,19.5995,Rapeseed &Mustard,404.0,5.3,6.8
3786.0,4127.0,54.64625,Autumn,23.836,Maize,271.0,3.0,7.1
669.0,5185.0,116.9306666666667,Kharif,27.94,Onion,334.0,5.3,7.4
4000.0,7100.0,254.407,Summer,23.36325,Groundnut,481.0,5.0,5.3
100.0,203.0,342.599,Summer,24.1565,Maize,303.0,5.2,6.0
998.0,8086.0,93.41075,Whole Year,25.51775,Potato,232.0,3.3,6.2
310.0,280.0,258.5593333333333,Kharif,21.55766666666667,Arhar/Tur,287.0,5.2,7.2
7868.0,6920.0,111.557,Kharif,26.948,Jowar,470.0,3.9,7.2
2248.0,2091.0,109.966,Kharif,27.422666666666668,Jowar,423.0,2.0,5.1
8332.0,3954.0,24.5555,Rabi,21.7355,Rapeseed &Mustard,435.0,4.6,6.4
116.0,17.0,173.928,Kharif,20.72966666666666,Moong(Green Gram),328.0,1.9,7.3
2103.0,49109.0,78.658804465868,Whole Year,29.188993157657,Sugarcane,379.0,3.1,5.4
9983.0,7581.0,79.81366666666666,Kharif,26.599,Rice,222.0,4.0,6.5
36964.0,75917.0,112.879,Kharif,28.318,Rice,482.0,2.5,5.8
14957.0,24679.0,43.33450000000001,Rabi,24.02525,Groundnut,203.0,3.9,7.2
4.0,100.0,17.6164207175926,Whole Year,28.43018402777778,Onion,329.0,1.6,5.3
7161.0,3944.0,27.28875,Rabi,21.11775,Gram,346.0,2.8,5.2
2298.0,1885.0,162.8558247974537,Whole Year,29.41348750964505,Dry chillies,247.0,3.2,5.5
3888.0,2049.0,24.2425,Rabi,24.05125,Jowar,401.0,3.0,7.0
1119.0,1088.0,30.853,Rabi,24.51725,Wheat,304.0,3.1,5.2
115478.0,407000.0,15.90375,Rabi,19.40225,Wheat,212.0,2.6,5.2
5586.0,2307.0,10.748,Rabi,21.857,Rapeseed &Mustard,262.0,4.8,6.9
152.0,9705.2,15.6255,Winter,23.6955,Sugarcane,264.0,1.7,7.4
508.0,1481.0,86.99318360038048,Whole Year,28.937440829858023,Onion,407.0,4.1,5.8
7839.0,9647.0,172.4333333333333,Kharif,22.21966666666667,Maize,426.0,5.1,7.2
2479.0,2705.0,32.26425,Rabi,24.10175,Jowar,253.0,2.8,5.1
5376.0,8612.0,99.5345,Autumn,23.79075,Rice,370.0,1.3,6.8
51800.0,50400.0,30.52725,Rabi,23.25325,Gram,241.0,4.9,5.1
8.0,6.0,201.835,Kharif,27.68466666666667,Sesamum,425.0,4.9,6.7
1168.0,1058.0,179.89975,Summer,31.26725,Moong(Green Gram),309.0,1.6,5.3
7722.0,994.0,31.775,Kharif,27.78933333333333,Moong(Green Gram),202.0,1.8,5.9
26200.0,12000.0,135.7293333333333,Kharif,25.98833333333333,Arhar/Tur,405.0,5.2,5.4
2200.0,3700.0,26.27133333333333,Kharif,22.218000000000004,Maize,256.0,3.0,7.2
13377.0,13099.0,47.9315,Autumn,23.662,Rice,409.0,1.3,5.9
7370.0,5968.0,105.7086666666667,Kharif,26.88333333333334,Groundnut,417.0,3.2,5.6
199.0,511.0,186.21575,Summer,30.16375,Maize,387.0,1.3,6.2
8.0,3.0,141.01433333333333,Kharif,28.302,Moong(Green Gram),273.0,1.7,6.4
190596.0,505730.0,4.99725,Winter,23.312,Rice,253.0,3.2,5.8
31.0,26.0,283.70075,Summer,27.97275,Groundnut,459.0,4.7,6.9
10400.0,4600.0,172.66933333333336,Kharif,27.79666666666666,Urad,237.0,3.0,7.1
9301.0,750000.0,49.76189528007446,Whole Year,27.52397825270775,Sugarcane,264.0,4.6,6.9
518.59,756.62,31.47975,Rabi,21.5,Rapeseed &Mustard,301.0,1.6,6.4
108886.0,215461.0,8.49025,Winter,20.1885,Rice,232.0,2.4,6.0
2700.0,1900.0,252.14166666666668,Kharif,25.50433333333334,Arhar/Tur,379.0,3.8,5.7
206.0,86.0,192.987,Kharif,28.671,Moong(Green Gram),287.0,2.5,6.9
7220.0,2960.0,189.83066666666664,Kharif,27.474,Sesamum,378.0,3.7,5.3
26.0,51.0,85.99475,Summer,30.53675,Maize,438.0,3.1,6.5
31.0,18.0,15.64725,Rabi,20.65875,Gram,479.0,2.2,5.8
935.0,2000.0,14.56,Rabi,19.49025,Rapeseed &Mustard,302.0,3.5,7.2
16.0,77012.30591908224,157.2866666666667,Kharif,27.704,Arhar/Tur,323.0,4.5,5.5
16.0,64.0,4.914249999999999,Rabi,15.638,Gram,427.0,1.5,7.4
20.0,6.0,185.23525,Autumn,21.88025,Sesamum,458.0,1.5,6.6
371.0,162.0,227.34766666666667,Kharif,28.10166666666667,Urad,318.0,4.6,6.7
55.0,27.0,72.65225000000002,Summer,30.596,Moong(Green Gram),374.0,1.6,5.2
7146.0,12420.0,19.06575,Rabi,24.00225,Gram,231.0,2.9,5.8
4561.0,161350.0,62.400195071373474,Whole Year,28.590331886574067,Sugarcane,405.0,5.5,5.0
22206.0,17944.0,14.82475,Rabi,17.644000000000005,Wheat,257.0,5.0,5.8
21361.0,17118.0,343.4753333333333,Kharif,27.55333333333333,Rice,477.0,1.3,6.5
762.0,402.0,334.7953333333333,Kharif,27.92133333333334,Sesamum,269.0,4.2,5.6
103.0,91.4,273.5725,Summer,29.28125,Moong(Green Gram),433.0,5.4,5.2
2100.0,2200.0,132.2666666666667,Kharif,29.7,Arhar/Tur,410.0,1.3,7.1
4050.0,3690.0,268.30875,Summer,25.30725,Groundnut,470.0,1.7,7.1
7642.0,3163.0,110.8216666666667,Kharif,28.28933333333333,Moong(Green Gram),327.0,4.4,7.4
75.0,28.0,158.76166666666668,Kharif,27.164,Moong(Green Gram),311.0,4.7,5.6
141206.0,605000.0,12.453,Rabi,19.32,Wheat,217.0,1.3,6.0
78.0,24.0,146.737,Kharif,25.66933333333333,Urad,403.0,2.5,7.1
1428.0,2078.0,175.84325,Summer,30.47125,Maize,453.0,4.2,7.4
376.0,1008.0,395.28825,Summer,24.917,Maize,302.0,4.2,5.1
2719.0,78762.0,69.38650748211539,Whole Year,28.427253683612037,Sugarcane,389.0,4.2,7.4
512.0,126.0,37.10574999999999,Rabi,23.911,Urad,227.0,3.3,6.3
2000.0,5200.0,149.31,Kharif,27.55966666666667,Maize,472.0,5.5,5.2
12.0,5.0,266.411,Kharif,27.49933333333333,Maize,428.0,3.8,7.1
25.0,56.0,230.97125,Summer,29.6515,Maize,319.0,5.4,7.4
27000.0,27000.0,81.86399999999998,Autumn,23.98975,Rice,343.0,1.1,7.3
1200.0,200.0,195.5043333333333,Kharif,26.84066666666667,Sesamum,426.0,1.7,6.4
62.0,3579.0,98.73692484336263,Whole Year,28.485827027977557,Sugarcane,399.0,1.7,6.4
11624.0,7012.0,33.57233333333334,Kharif,27.13066666666667,Sesamum,272.0,4.4,7.1
744.0,420.3,79.13600000000002,Autumn,23.89525,Groundnut,311.0,4.0,7.3
6327.0,3556.0,214.0716666666667,Kharif,26.94533333333333,Urad,255.0,4.8,6.0
30.0,3.0,274.4985,Summer,25.80725,Moong(Green Gram),232.0,4.0,5.3
30537.0,9002.0,106.9726666666667,Kharif,26.65,Sesamum,231.0,3.5,5.0
14588.0,78498.0,160.694,Kharif,27.51066666666667,Maize,342.0,1.8,6.4
918.0,586.0,195.5947925259553,Whole Year,27.89634128569488,Dry chillies,498.0,2.3,5.7
440.0,4760.0,165.7763003472222,Whole Year,22.544899884259266,Potato,341.0,3.6,6.4
61900.0,60800.0,62.38800000000001,Kharif,29.44966666666667,Rice,359.0,5.5,6.4
342.0,780.0,20.8975,Rabi,22.75975,Wheat,203.0,3.0,5.7
113.0,130.0,17.20675,Winter,20.5725,Sesamum,423.0,4.6,7.1
44914.0,3456132.0,51.950108191504256,Whole Year,29.44858471215825,Sugarcane,229.0,1.5,5.2
15.0,35.4,29.25275,Winter,23.53875,Maize,272.0,2.1,6.2
180223.0,820916.0,68.03399999999999,Rabi,25.81675,Rice,429.0,2.5,5.7
10.0,14.0,109.44475,Autumn,24.264,Maize,215.0,4.7,6.7
830.0,740.0,33.98725,Rabi,22.2585,Rapeseed &Mustard,482.0,1.4,5.8
4189.0,5613.0,188.1163333333334,Kharif,26.88,Groundnut,496.0,4.8,6.9
3047.0,1719.0,88.78575000000002,Rabi,23.65075,Urad,378.0,4.3,6.0
2829.0,3856.0,83.12899999999998,Kharif,29.457,Groundnut,386.0,3.5,6.6
101462.0,232348.0,9.39425,Rabi,21.0565,Wheat,251.0,3.6,6.1
2345.0,1444.0,6.90675,Rabi,20.3765,Gram,402.0,1.7,5.9
26.0,11.0,150.19575,Summer,29.97,Urad,359.0,1.5,5.5
388.0,498.0,152.35333333333332,Kharif,26.76766666666667,Jowar,431.0,2.6,5.8
3146.0,3789.0,63.01133333333333,Kharif,29.685,Arhar/Tur,353.0,2.8,7.1
37000.0,53000.0,43.595,Autumn,24.02,Rice,256.0,2.8,5.9
2153.0,981.0,179.6955,Summer,31.09275,Urad,374.0,1.4,6.2
210932.0,651569.0,14.2,Rabi,21.13925,Wheat,374.0,3.9,6.3
62.0,26.0,213.2333333333333,Kharif,27.03833333333334,Urad,463.0,4.1,6.3
2770.0,3385.0,48.849,Kharif,27.641,Jowar,470.0,1.7,6.2
67.0,51.0,168.31933333333333,Kharif,27.93233333333334,Groundnut,352.0,5.5,7.0
5851.0,11685.0,233.70125,Summer,29.63275,Groundnut,325.0,5.4,5.5
1358.0,2101.0,19.97825,Rabi,22.87125,Wheat,270.0,1.6,6.2
5.0,2.0,101.15075,Summer,29.89675,Urad,476.0,2.0,7.1
197.0,84.7,181.14625,Summer,28.4005,Sesamum,413.0,3.6,5.9
336129.0,945567.0,29.97825,Winter,21.9515,Rice,383.0,2.7,6.6
9223.0,10096.0,115.6033333333333,Kharif,28.538,Arhar/Tur,281.0,1.7,5.4
4000.0,9700.0,316.99875,Summer,26.01575,Rice,252.0,4.3,5.0
286.0,537.0,103.7465,Rabi,25.23625,Dry chillies,429.0,3.3,6.3
42687.0,75176.0,31.34775,Rabi,21.98425,Wheat,376.0,2.9,7.1
9458.0,6748.0,7.625999999999999,Rabi,20.776,Rapeseed &Mustard,399.0,3.9,5.9
459.0,77012.30591908224,42.72807041510148,Whole Year,28.192154268522376,Sugarcane,272.0,1.9,5.3
302.0,858.0,131.93200000000002,Kharif,26.01866666666666,Dry chillies,359.0,3.1,7.4
89.0,18.0,187.9633333333333,Kharif,26.916,Moong(Green Gram),398.0,2.7,6.1
8131.0,43340.0,62.59817162879281,Whole Year,28.64523861799747,Potato,413.0,2.6,6.7
2191.0,2517.0,174.50033333333332,Kharif,26.16733333333334,Jowar,277.0,3.2,6.9
84.0,153.0,215.7746666666667,Kharif,25.23266666666667,Maize,476.0,2.6,5.7
123.0,774.0,88.0758939349185,Whole Year,26.15488551563368,Onion,436.0,2.7,6.2
39500.0,29600.0,17.82675,Rabi,24.2095,Gram,377.0,5.6,6.3
104.0,26.0,161.159,Kharif,26.69066666666667,Sesamum,487.0,5.0,5.4
1641.0,1042.0,175.6256666666667,Kharif,25.005,Arhar/Tur,471.0,3.2,7.1
18700.0,12900.0,193.1866666666666,Kharif,27.191,Groundnut,207.0,5.6,6.6
4518.0,4570.0,92.83700000000002,Autumn,22.29275,Rice,273.0,5.5,6.8
13000.0,102000.0,101.273,Rabi,25.129,Maize,405.0,5.2,5.6
1745.0,1112.0,60.327,Rabi,22.82800000000001,Rapeseed &Mustard,208.0,1.6,5.2
4900.0,10350.0,243.8496666666666,Kharif,24.747,Maize,260.0,4.0,7.0
1560.0,2521.0,421.396,Kharif,25.784,Maize,244.0,4.6,5.3
63.0,970.0,72.64224999999998,Rabi,23.56900000000001,Onion,489.0,2.1,5.0
23277.0,15444.0,5.209999999999999,Rabi,23.308000000000003,Gram,275.0,1.6,6.6
599.0,6384.1,7.61775,Winter,21.842,Potato,268.0,5.5,6.5
1870.0,1062.0,46.02700000000001,Rabi,22.01725,Gram,492.0,3.1,7.4
1183.0,1261.0,184.16933333333336,Kharif,26.986666666666668,Dry chillies,254.0,2.8,5.6
1900.0,52100.0,1.476,Rabi,19.90425,Potato,341.0,1.7,6.6
453.0,219.0,230.69566666666668,Kharif,27.574,Sesamum,468.0,5.2,5.7
56890.0,125996.0,2.0625,Rabi,20.09,Wheat,426.0,5.6,6.1
9500.0,5800.0,73.035,Kharif,26.64866666666667,Arhar/Tur,353.0,2.7,6.4
